id,emp_min,pas_min,st_first_id,st_second_id
48129,25,26,127,430
48130,28,29,127,431
48131,27,32,127,432
48132,30,35,127,433
48133,32,34,127,434
48134,35,37,127,435
48135,38,40,127,436
48136,41,43,127,437
48137,44,46,127,438
48138,48,50,127,439
48139,51,53,127,440
48140,55,57,127,441
48141,60,62,127,442
48142,62,64,127,443
48143,65,67,127,444
48144,68,70,127,445
48145,71,73,127,446
48146,74,76,127,447
48147,2,2,128,129
48148,5,5,128,130
48149,7,7,128,131
48150,11,11,128,132
48151,14,14,128,133
48152,17,17,128,134
48153,20,20,128,135
48154,24,24,128,136
48155,27,27,128,137
48156,29,29,128,138
48157,25,25,128,139
48158,21,21,128,140
48159,18,18,128,141
48160,15,15,128,142
48161,12,12,128,143
48162,9,9,128,144
48163,6,6,128,145
48164,6,6,128,146
48165,23,23,128,147
48166,21,21,128,148
48167,24,30,128,241
48168,28,34,128,242
48169,30,36,128,243
48170,31,38,128,253
48171,35,41,128,254
48172,37,44,128,255
48173,40,46,128,256
48174,42,48,128,257
48175,44,50,128,258
48176,46,52,128,259
48177,49,55,128,408
48178,53,59,128,409
48179,33,33,128,149
48180,30,30,128,150
48181,26,26,128,151
48182,23,23,128,152
48183,21,21,128,153
48184,17,17,128,154
48185,16,16,128,155
48186,14,14,128,156
48187,12,12,128,157
48188,9,9,128,158
48189,7,7,128,159
48190,10,10,128,160
48191,12,12,128,161
48192,12,12,128,162
48193,15,18,128,163
48194,19,22,128,164
48195,21,24,128,165
48196,23,26,128,166
48197,25,27,128,167
48198,28,30,128,168
48199,31,33,128,169
48200,33,35,128,170
48201,35,37,128,171
48202,37,39,128,172
48203,40,42,128,173
48204,36,46,128,412
48205,33,43,128,411
48206,30,40,128,410
48207,27,37,128,250
48208,25,36,128,251
48209,24,34,128,252
48210,22,22,128,234
48211,19,19,128,233
48212,17,17,128,232
48213,14,14,128,174
48214,11,11,128,175
48215,9,9,128,176
48216,7,7,128,177
48217,9,9,128,178
48218,11,11,128,179
48219,9,9,128,180
48220,11,11,128,181
48221,13,13,128,182
48222,17,17,128,183
48223,19,19,128,184
48224,22,22,128,185
48225,25,25,128,186
48226,27,27,128,187
48227,30,30,128,188
48228,33,33,128,189
48229,36,36,128,190
48230,17,17,128,261
48231,15,15,128,249
48232,17,18,128,248
48233,16,16,128,247
48234,19,19,128,246
48235,22,22,128,245
48236,19,19,128,341
48237,23,23,128,342
48238,25,25,128,343
48239,29,29,128,344
48240,31,31,128,345
48241,34,34,128,346
48242,31,31,128,347
48243,29,29,128,348
48244,26,26,128,349
48245,23,23,128,350
48246,27,27,128,351
48247,27,33,128,191
48248,29,31,128,364
48249,25,25,128,365
48250,23,23,128,353
48251,20,20,128,354
48252,18,18,128,355
48253,15,15,128,356
48254,19,19,128,357
48255,18,18,128,358
48256,21,26,128,359
48257,19,29,128,360
48258,16,16,128,361
48259,12,12,128,362
48260,14,14,128,363
48261,36,36,128,194
48262,39,39,128,195
48263,42,42,128,196
48264,47,47,128,197
48265,48,48,128,198
48266,50,50,128,199
48267,53,53,128,200
48268,25,42,128,206
48269,23,23,128,207
48270,25,38,128,208
48271,26,34,128,209
48272,24,32,128,210
48273,20,29,128,211
48274,21,27,128,212
48275,20,20,128,213
48276,22,24,128,214
48277,23,23,128,215
48278,23,23,128,216
48279,23,23,128,217
48280,21,21,128,218
48281,19,19,128,219
48282,17,17,128,220
48283,19,19,128,221
48284,25,25,128,222
48285,25,26,128,452
48286,23,23,128,224
48287,23,23,128,225
48288,24,24,128,226
48289,26,26,128,227
48290,28,28,128,228
48291,31,31,128,229
48292,33,33,128,230
48293,30,30,128,231
48294,27,27,128,201
48295,24,24,128,202
48296,21,21,128,203
48297,25,25,128,204
48298,28,44,128,205
48299,21,21,128,335
48300,24,38,128,334
48301,26,35,128,333
48302,30,31,128,332
48303,28,28,128,265
48304,31,31,128,264
48305,33,33,128,263
48306,36,36,128,262
48307,58,70,128,270
48308,53,65,128,271
48309,51,63,128,272
48310,48,60,128,273
48311,45,57,128,274
48312,43,55,128,275
48313,39,51,128,276
48314,37,49,128,277
48315,33,45,128,278
48316,31,43,128,279
48317,27,39,128,280
48318,21,21,128,282
48319,20,20,128,284
48320,18,18,128,285
48321,13,13,128,286
48322,16,16,128,287
48323,19,19,128,288
48324,25,25,128,289
48325,28,28,128,290
48326,31,31,128,291
48327,33,33,128,292
48328,36,36,128,293
48329,39,39,128,294
48330,42,42,128,295
48331,47,47,128,296
48332,54,54,128,297
48333,50,50,128,298
48334,47,47,128,299
48335,43,43,128,300
48336,39,39,128,301
48337,36,36,128,302
48338,33,33,128,331
48339,30,30,128,303
48340,26,26,128,304
48341,24,24,128,305
48342,26,26,128,306
48343,23,29,128,307
48344,20,32,128,308
48345,18,18,128,309
48346,21,21,128,366
48347,16,16,128,310
48348,16,16,128,311
48349,11,11,128,312
48350,14,24,128,313
48351,17,21,128,314
48352,18,18,128,315
48353,16,16,128,316
48354,19,19,128,352
48355,22,23,128,318
48356,25,25,128,319
48357,27,28,128,320
48358,29,30,128,339
48359,32,32,128,321
48360,32,32,128,322
48361,35,40,128,323
48362,39,44,128,324
48363,42,47,128,325
48364,46,51,128,326
48365,49,54,128,327
48366,52,57,128,328
48367,55,60,128,329
48368,60,65,128,330
48369,68,107,128,367
48370,59,97,128,369
48371,55,93,128,370
48372,52,90,128,371
48373,49,88,128,372
48374,46,85,128,373
48375,41,79,128,374
48376,38,77,128,375
48377,36,36,128,376
48378,36,71,128,377
48379,33,68,128,378
48380,30,65,128,379
48381,27,62,128,380
48382,21,21,128,381
48383,20,41,128,384
48384,17,39,128,385
48385,14,14,128,386
48386,17,33,128,387
48387,20,30,128,388
48388,22,28,128,389
48389,24,24,128,390
48390,22,22,128,391
48391,25,25,128,392
48392,27,27,128,393
48393,32,32,128,394
48394,35,35,128,395
48395,38,38,128,396
48396,40,40,128,397
48397,43,43,128,398
48398,46,46,128,399
48399,48,48,128,400
48400,51,51,128,401
48401,54,54,128,402
48402,57,57,128,403
48403,59,59,128,404
48404,62,62,128,405
48405,64,64,128,406
48406,66,66,128,407
48407,49,49,128,413
48408,44,44,128,414
48409,41,41,128,415
48410,38,38,128,416
48411,35,35,128,417
48412,31,31,128,418
48413,28,28,128,419
48414,25,25,128,420
48415,22,22,128,421
48416,19,19,128,422
48417,14,14,128,423
48418,12,12,128,424
48419,16,16,128,425
48420,22,22,128,426
48421,20,20,128,427
48422,18,18,128,428
48423,26,26,128,451
48424,27,28,128,430
48425,30,31,128,431
48426,29,34,128,432
48427,32,37,128,433
48428,34,36,128,434
48429,37,39,128,435
48430,40,42,128,436
48431,43,45,128,437
48432,46,48,128,438
48433,50,52,128,439
48434,53,55,128,440
48435,57,59,128,441
48436,62,64,128,442
48437,64,66,128,443
48438,67,69,128,444
48439,70,72,128,445
48440,73,75,128,446
48441,76,78,128,447
48442,2,2,129,130
48443,4,4,129,131
48444,8,8,129,132
48445,11,11,129,133
48446,14,14,129,134
48447,17,17,129,135
48448,21,21,129,136
48449,24,24,129,137
48450,26,26,129,138
48451,22,22,129,139
48452,18,18,129,140
48453,16,16,129,141
48454,12,12,129,142
48455,9,9,129,143
48456,6,6,129,144
48457,4,4,129,145
48458,6,6,129,146
48459,25,25,129,147
48460,23,23,129,148
48461,26,26,129,241
48462,30,30,129,242
48463,32,32,129,243
48464,33,33,129,253
48465,37,37,129,254
48466,40,40,129,255
48467,42,42,129,256
48468,44,44,129,257
48469,46,46,129,258
48470,48,48,129,259
48471,51,51,129,408
48472,55,55,129,409
48473,35,35,129,149
48474,32,32,129,150
48475,29,29,129,151
48476,26,26,129,152
48477,23,23,129,153
48478,20,20,129,154
48479,19,19,129,155
48480,16,16,129,156
48481,14,14,129,157
48482,12,12,129,158
48483,10,10,129,159
48484,12,12,129,160
48485,11,11,129,161
48486,9,9,129,162
48487,13,13,129,163
48488,17,17,129,164
48489,19,19,129,165
48490,21,21,129,166
48491,22,22,129,167
48492,25,25,129,168
48493,28,28,129,169
48494,30,30,129,170
48495,32,32,129,171
48496,34,34,129,172
48497,37,37,129,173
48498,39,43,129,412
48499,35,40,129,411
48500,32,37,129,410
48501,30,35,129,250
48502,28,33,129,251
48503,26,31,129,252
48504,24,24,129,234
48505,22,26,129,233
48506,20,24,129,232
48507,16,21,129,174
48508,13,18,129,175
48509,11,16,129,176
48510,9,9,129,177
48511,11,11,129,178
48512,8,8,129,179
48513,6,6,129,180
48514,8,8,129,181
48515,10,10,129,182
48516,14,14,129,183
48517,17,17,129,184
48518,19,19,129,185
48519,23,23,129,186
48520,24,24,129,187
48521,27,27,129,188
48522,30,30,129,189
48523,33,33,129,190
48524,19,19,129,261
48525,18,18,129,249
48526,20,21,129,248
48527,18,18,129,247
48528,22,22,129,246
48529,24,24,129,245
48530,22,22,129,341
48531,25,25,129,342
48532,28,28,129,343
48533,31,31,129,344
48534,34,34,129,345
48535,37,37,129,346
48536,34,39,129,347
48537,31,42,129,348
48538,29,39,129,349
48539,26,26,129,350
48540,27,33,129,351
48541,24,24,129,191
48542,27,28,129,364
48543,24,24,129,365
48544,20,20,129,353
48545,18,18,129,354
48546,15,15,129,355
48547,12,12,129,356
48548,16,16,129,357
48549,15,15,129,358
48550,18,18,129,359
48551,21,21,129,360
48552,19,19,129,361
48553,15,15,129,362
48554,17,30,129,363
48555,39,39,129,194
48556,42,42,129,195
48557,41,41,129,196
48558,46,46,129,197
48559,48,48,129,198
48560,50,50,129,199
48561,52,52,129,200
48562,28,39,129,206
48563,26,26,129,207
48564,26,35,129,208
48565,23,32,129,209
48566,21,29,129,210
48567,17,17,129,211
48568,19,24,129,212
48569,18,18,129,213
48570,20,21,129,214
48571,20,20,129,215
48572,22,25,129,216
48573,23,27,129,217
48574,24,28,129,218
48575,22,30,129,219
48576,20,20,129,220
48577,22,35,129,221
48578,27,31,129,222
48579,27,29,129,452
48580,26,26,129,224
48581,25,25,129,225
48582,27,27,129,226
48583,29,29,129,227
48584,30,30,129,228
48585,34,34,129,229
48586,36,36,129,230
48587,33,39,129,231
48588,29,43,129,201
48589,26,46,129,202
48590,24,24,129,203
48591,28,44,129,204
48592,30,42,129,205
48593,18,18,129,335
48594,21,35,129,334
48595,24,32,129,333
48596,28,28,129,332
48597,25,25,129,265
48598,28,28,129,264
48599,30,30,129,263
48600,33,33,129,262
48601,60,72,129,270
48602,55,67,129,271
48603,53,65,129,272
48604,50,62,129,273
48605,47,59,129,274
48606,45,57,129,275
48607,41,53,129,276
48608,39,51,129,277
48609,36,47,129,278
48610,34,45,129,279
48611,30,41,129,280
48612,24,24,129,282
48613,22,22,129,284
48614,21,21,129,285
48615,15,15,129,286
48616,18,18,129,287
48617,21,21,129,288
48618,27,27,129,289
48619,30,30,129,290
48620,33,33,129,291
48621,35,35,129,292
48622,38,38,129,293
48623,41,41,129,294
48624,44,44,129,295
48625,49,49,129,296
48626,57,57,129,297
48627,53,53,129,298
48628,50,50,129,299
48629,46,46,129,300
48630,42,42,129,301
48631,39,39,129,302
48632,36,36,129,331
48633,33,33,129,303
48634,29,29,129,304
48635,27,27,129,305
48636,29,29,129,306
48637,26,32,129,307
48638,23,35,129,308
48639,21,21,129,309
48640,21,21,129,366
48641,19,19,129,310
48642,14,14,129,311
48643,9,9,129,312
48644,12,12,129,313
48645,15,15,129,314
48646,16,16,129,315
48647,13,13,129,316
48648,16,16,129,352
48649,19,20,129,318
48650,22,23,129,319
48651,24,25,129,320
48652,27,27,129,339
48653,29,30,129,321
48654,31,31,129,322
48655,34,38,129,323
48656,38,41,129,324
48657,41,44,129,325
48658,45,48,129,326
48659,48,52,129,327
48660,51,55,129,328
48661,54,57,129,329
48662,59,62,129,330
48663,71,104,129,367
48664,61,95,129,369
48665,57,91,129,370
48666,54,88,129,371
48667,52,85,129,372
48668,49,82,129,373
48669,43,77,129,374
48670,41,74,129,375
48671,38,38,129,376
48672,39,69,129,377
48673,36,66,129,378
48674,33,63,129,379
48675,29,59,129,380
48676,24,54,129,381
48677,17,17,129,384
48678,14,14,129,385
48679,11,11,129,386
48680,14,14,129,387
48681,17,17,129,388
48682,19,19,129,389
48683,22,22,129,390
48684,19,19,129,391
48685,22,22,129,392
48686,25,25,129,393
48687,29,29,129,394
48688,32,32,129,395
48689,35,35,129,396
48690,38,38,129,397
48691,40,40,129,398
48692,43,43,129,399
48693,46,46,129,400
48694,49,49,129,401
48695,52,52,129,402
48696,54,54,129,403
48697,57,57,129,404
48698,59,59,129,405
48699,62,62,129,406
48700,64,64,129,407
48701,46,46,129,413
48702,41,41,129,414
48703,38,38,129,415
48704,35,35,129,416
48705,32,32,129,417
48706,28,28,129,418
48707,25,25,129,419
48708,22,22,129,420
48709,19,19,129,421
48710,16,16,129,422
48711,11,11,129,423
48712,10,10,129,424
48713,14,14,129,425
48714,20,20,129,426
48715,22,22,129,427
48716,21,21,129,428
48717,28,28,129,451
48718,29,31,129,430
48719,32,34,129,431
48720,31,31,129,432
48721,34,40,129,433
48722,36,39,129,434
48723,39,42,129,435
48724,42,45,129,436
48725,45,48,129,437
48726,48,51,129,438
48727,52,55,129,439
48728,55,58,129,440
48729,59,62,129,441
48730,64,67,129,442
48731,66,69,129,443
48732,69,72,129,444
48733,72,75,129,445
48734,75,78,129,446
48735,78,81,129,447
48736,2,2,130,131
48737,6,6,130,132
48738,9,9,130,133
48739,12,12,130,134
48740,15,15,130,135
48741,19,19,130,136
48742,21,21,130,137
48743,24,24,130,138
48744,25,25,130,139
48745,21,21,130,140
48746,18,18,130,141
48747,14,14,130,142
48748,12,12,130,143
48749,9,9,130,144
48750,6,6,130,145
48751,8,8,130,146
48752,28,28,130,147
48753,25,25,130,148
48754,28,35,130,241
48755,32,39,130,242
48756,34,41,130,243
48757,36,43,130,253
48758,39,46,130,254
48759,42,49,130,255
48760,44,51,130,256
48761,46,53,130,257
48762,48,55,130,258
48763,50,57,130,259
48764,54,61,130,408
48765,57,64,130,409
48766,38,38,130,149
48767,35,35,130,150
48768,31,31,130,151
48769,28,28,130,152
48770,26,26,130,153
48771,23,23,130,154
48772,21,21,130,155
48773,19,19,130,156
48774,17,17,130,157
48775,14,14,130,158
48776,12,12,130,159
48777,15,15,130,160
48778,14,17,130,161
48779,12,12,130,162
48780,15,23,130,163
48781,19,27,130,164
48782,21,29,130,165
48783,23,31,130,166
48784,25,33,130,167
48785,27,35,130,168
48786,30,38,130,169
48787,32,40,130,170
48788,35,42,130,171
48789,37,44,130,172
48790,39,47,130,173
48791,41,41,130,412
48792,38,38,130,411
48793,35,35,130,410
48794,32,32,130,250
48795,30,30,130,251
48796,29,29,130,252
48797,27,27,130,234
48798,24,24,130,233
48799,22,22,130,232
48800,18,18,130,174
48801,15,15,130,175
48802,13,13,130,176
48803,11,11,130,177
48804,9,9,130,178
48805,6,6,130,179
48806,4,4,130,180
48807,6,6,130,181
48808,8,8,130,182
48809,12,12,130,183
48810,14,14,130,184
48811,17,17,130,185
48812,20,20,130,186
48813,22,22,130,187
48814,25,25,130,188
48815,28,28,130,189
48816,31,31,130,190
48817,22,22,130,261
48818,20,20,130,249
48819,23,23,130,248
48820,21,21,130,247
48821,24,24,130,246
48822,27,27,130,245
48823,25,25,130,341
48824,28,28,130,342
48825,30,30,130,343
48826,34,34,130,344
48827,36,36,130,345
48828,39,39,130,346
48829,36,42,130,347
48830,34,39,130,348
48831,31,37,130,349
48832,28,28,130,350
48833,30,31,130,351
48834,27,28,130,191
48835,26,26,130,364
48836,22,22,130,365
48837,18,18,130,353
48838,15,15,130,354
48839,12,12,130,355
48840,10,10,130,356
48841,14,14,130,357
48842,18,18,130,358
48843,20,21,130,359
48844,23,24,130,360
48845,21,21,130,361
48846,17,17,130,362
48847,19,32,130,363
48848,41,41,130,194
48849,44,44,130,195
48850,43,43,130,196
48851,48,52,130,197
48852,50,54,130,198
48853,52,56,130,199
48854,54,58,130,200
48855,30,37,130,206
48856,28,28,130,207
48857,27,33,130,208
48858,24,29,130,209
48859,22,27,130,210
48860,18,24,130,211
48861,16,22,130,212
48862,15,15,130,213
48863,17,19,130,214
48864,18,18,130,215
48865,19,19,130,216
48866,21,21,130,217
48867,22,22,130,218
48868,24,28,130,219
48869,22,22,130,220
48870,24,32,130,221
48871,30,34,130,222
48872,30,31,130,452
48873,28,28,130,224
48874,28,28,130,225
48875,30,30,130,226
48876,31,31,130,227
48877,33,33,130,228
48878,36,36,130,229
48879,38,39,130,230
48880,35,42,130,231
48881,32,45,130,201
48882,29,48,130,202
48883,26,26,130,203
48884,30,42,130,204
48885,33,39,130,205
48886,16,16,130,335
48887,19,32,130,334
48888,21,30,130,333
48889,25,26,130,332
48890,23,23,130,265
48891,26,26,130,264
48892,28,28,130,263
48893,31,31,130,262
48894,63,63,130,270
48895,58,58,130,271
48896,56,56,130,272
48897,53,53,130,273
48898,50,50,130,274
48899,48,48,130,275
48900,44,44,130,276
48901,42,42,130,277
48902,39,50,130,278
48903,37,48,130,279
48904,33,44,130,280
48905,27,27,130,282
48906,25,25,130,284
48907,23,23,130,285
48908,18,18,130,286
48909,21,21,130,287
48910,24,24,130,288
48911,30,30,130,289
48912,33,33,130,290
48913,36,36,130,291
48914,38,38,130,292
48915,41,41,130,293
48916,44,44,130,294
48917,47,47,130,295
48918,52,52,130,296
48919,59,59,130,297
48920,55,55,130,298
48921,52,52,130,299
48922,48,48,130,300
48923,44,44,130,301
48924,41,41,130,302
48925,38,38,130,331
48926,35,35,130,303
48927,31,31,130,304
48928,29,29,130,305
48929,31,31,130,306
48930,28,34,130,307
48931,25,37,130,308
48932,23,23,130,309
48933,23,37,130,366
48934,21,21,130,310
48935,17,17,130,311
48936,11,11,130,312
48937,12,12,130,313
48938,15,15,130,314
48939,13,13,130,315
48940,11,11,130,316
48941,14,14,130,352
48942,17,17,130,318
48943,20,20,130,319
48944,22,22,130,320
48945,24,24,130,339
48946,27,27,130,321
48947,31,31,130,322
48948,35,35,130,323
48949,38,38,130,324
48950,41,41,130,325
48951,45,45,130,326
48952,49,49,130,327
48953,51,51,130,328
48954,54,54,130,329
48955,59,59,130,330
48956,73,102,130,367
48957,64,92,130,369
48958,60,88,130,370
48959,57,85,130,371
48960,54,83,130,372
48961,51,80,130,373
48962,46,74,130,374
48963,43,72,130,375
48964,41,41,130,376
48965,41,41,130,377
48966,38,38,130,378
48967,35,35,130,379
48968,31,31,130,380
48969,26,26,130,381
48970,19,36,130,384
48971,17,34,130,385
48972,14,14,130,386
48973,17,28,130,387
48974,20,25,130,388
48975,22,23,130,389
48976,19,19,130,390
48977,17,17,130,391
48978,20,20,130,392
48979,22,22,130,393
48980,27,27,130,394
48981,30,30,130,395
48982,33,33,130,396
48983,35,35,130,397
48984,38,38,130,398
48985,41,41,130,399
48986,43,43,130,400
48987,46,46,130,401
48988,49,49,130,402
48989,52,52,130,403
48990,54,54,130,404
48991,57,57,130,405
48992,59,59,130,406
48993,61,61,130,407
48994,47,47,130,413
48995,42,42,130,414
48996,39,39,130,415
48997,36,36,130,416
48998,33,33,130,417
48999,29,29,130,418
49000,26,26,130,419
49001,23,23,130,420
49002,20,20,130,421
49003,17,17,130,422
49004,12,12,130,423
49005,12,12,130,424
49006,16,16,130,425
49007,22,22,130,426
49008,25,25,130,427
49009,23,23,130,428
49010,31,31,130,451
49011,32,33,130,430
49012,35,36,130,431
49013,33,39,130,432
49014,36,42,130,433
49015,38,41,130,434
49016,41,44,130,435
49017,44,47,130,436
49018,47,50,130,437
49019,50,53,130,438
49020,54,57,130,439
49021,57,60,130,440
49022,61,64,130,441
49023,66,69,130,442
49024,68,71,130,443
49025,71,74,130,444
49026,74,77,130,445
49027,77,80,130,446
49028,80,83,130,447
49029,4,4,131,132
49030,7,7,131,133
49031,10,10,131,134
49032,12,12,131,135
49033,16,16,131,136
49034,19,19,131,137
49035,21,21,131,138
49036,27,27,131,139
49037,23,23,131,140
49038,20,20,131,141
49039,17,17,131,142
49040,14,14,131,143
49041,11,11,131,144
49042,8,8,131,145
49043,10,10,131,146
49044,30,30,131,147
49045,28,28,131,148
49046,31,38,131,241
49047,34,41,131,242
49048,36,43,131,243
49049,38,44,131,253
49050,42,47,131,254
49051,44,50,131,255
49052,47,53,131,256
49053,49,55,131,257
49054,50,56,131,258
49055,52,58,131,259
49056,56,62,131,408
49057,60,66,131,409
49058,40,40,131,149
49059,37,37,131,150
49060,34,34,131,151
49061,31,31,131,152
49062,28,28,131,153
49063,25,25,131,154
49064,23,23,131,155
49065,21,21,131,156
49066,19,19,131,157
49067,16,16,131,158
49068,14,14,131,159
49069,17,17,131,160
49070,16,20,131,161
49071,14,14,131,162
49072,17,25,131,163
49073,21,29,131,164
49074,23,31,131,165
49075,25,33,131,166
49076,27,35,131,167
49077,29,37,131,168
49078,33,40,131,169
49079,35,42,131,170
49080,37,45,131,171
49081,39,47,131,172
49082,42,49,131,173
49083,43,43,131,412
49084,40,40,131,411
49085,37,37,131,410
49086,35,35,131,250
49087,33,33,131,251
49088,31,31,131,252
49089,29,29,131,234
49090,26,26,131,233
49091,24,24,131,232
49092,21,21,131,174
49093,18,18,131,175
49094,16,16,131,176
49095,14,14,131,177
49096,11,11,131,178
49097,8,8,131,179
49098,6,6,131,180
49099,8,8,131,181
49100,10,10,131,182
49101,13,13,131,183
49102,16,16,131,184
49103,19,19,131,185
49104,22,23,131,186
49105,24,24,131,187
49106,27,27,131,188
49107,30,30,131,189
49108,33,33,131,190
49109,24,24,131,261
49110,22,22,131,249
49111,25,25,131,248
49112,23,23,131,247
49113,26,26,131,246
49114,29,29,131,245
49115,27,27,131,341
49116,30,30,131,342
49117,33,33,131,343
49118,36,36,131,344
49119,38,38,131,345
49120,41,41,131,346
49121,39,40,131,347
49122,36,37,131,348
49123,34,35,131,349
49124,31,31,131,350
49125,29,29,131,351
49126,26,26,131,191
49127,24,24,131,364
49128,20,20,131,365
49129,16,16,131,353
49130,13,13,131,354
49131,10,10,131,355
49132,8,8,131,356
49133,12,12,131,357
49134,17,17,131,358
49135,19,19,131,359
49136,22,22,131,360
49137,23,23,131,361
49138,20,20,131,362
49139,22,31,131,363
49140,43,43,131,194
49141,46,46,131,195
49142,46,46,131,196
49143,51,54,131,197
49144,52,56,131,198
49145,54,58,131,199
49146,57,60,131,200
49147,29,34,131,206
49148,27,33,131,207
49149,25,30,131,208
49150,22,27,131,209
49151,20,25,131,210
49152,16,21,131,211
49153,14,19,131,212
49154,13,18,131,213
49155,15,17,131,214
49156,17,19,131,215
49157,19,20,131,216
49158,21,22,131,217
49159,22,24,131,218
49160,24,26,131,219
49161,24,28,131,220
49162,27,30,131,221
49163,32,36,131,222
49164,32,34,131,452
49165,30,30,131,224
49166,30,30,131,225
49167,32,32,131,226
49168,33,33,131,227
49169,35,35,131,228
49170,39,39,131,229
49171,41,41,131,230
49172,37,44,131,231
49173,34,48,131,201
49174,31,46,131,202
49175,29,44,131,203
49176,33,40,131,204
49177,32,37,131,205
49178,14,14,131,335
49179,16,30,131,334
49180,19,27,131,333
49181,23,23,131,332
49182,20,20,131,265
49183,23,23,131,264
49184,26,26,131,263
49185,28,28,131,262
49186,65,77,131,270
49187,60,72,131,271
49188,58,70,131,272
49189,55,67,131,273
49190,52,64,131,274
49191,50,62,131,275
49192,46,58,131,276
49193,44,44,131,277
49194,41,52,131,278
49195,39,50,131,279
49196,35,46,131,280
49197,29,29,131,282
49198,27,27,131,284
49199,25,25,131,285
49200,20,20,131,286
49201,23,23,131,287
49202,26,26,131,288
49203,32,32,131,289
49204,35,35,131,290
49205,38,38,131,291
49206,40,40,131,292
49207,43,43,131,293
49208,46,46,131,294
49209,49,49,131,295
49210,54,54,131,296
49211,62,62,131,297
49212,58,58,131,298
49213,55,55,131,299
49214,50,50,131,300
49215,46,46,131,301
49216,44,44,131,302
49217,41,41,131,331
49218,38,38,131,303
49219,34,34,131,304
49220,31,31,131,305
49221,34,34,131,306
49222,31,37,131,307
49223,28,40,131,308
49224,25,25,131,309
49225,25,35,131,366
49226,24,24,131,310
49227,19,19,131,311
49228,13,13,131,312
49229,14,14,131,313
49230,14,14,131,314
49231,11,11,131,315
49232,9,9,131,316
49233,12,12,131,352
49234,16,16,131,318
49235,18,18,131,319
49236,21,21,131,320
49237,23,23,131,339
49238,25,25,131,321
49239,30,30,131,322
49240,33,33,131,323
49241,37,37,131,324
49242,40,40,131,325
49243,44,44,131,326
49244,47,47,131,327
49245,50,50,131,328
49246,53,53,131,329
49247,58,58,131,330
49248,76,99,131,367
49249,66,90,131,369
49250,62,86,131,370
49251,59,83,131,371
49252,57,80,131,372
49253,54,77,131,373
49254,48,72,131,374
49255,46,69,131,375
49256,43,43,131,376
49257,43,64,131,377
49258,40,61,131,378
49259,37,58,131,379
49260,34,54,131,380
49261,28,28,131,381
49262,21,34,131,384
49263,19,31,131,385
49264,16,16,131,386
49265,19,25,131,387
49266,22,22,131,388
49267,20,20,131,389
49268,17,17,131,390
49269,14,14,131,391
49270,17,17,131,392
49271,20,20,131,393
49272,24,24,131,394
49273,27,27,131,395
49274,30,30,131,396
49275,33,33,131,397
49276,35,35,131,398
49277,38,38,131,399
49278,41,41,131,400
49279,44,44,131,401
49280,47,47,131,402
49281,49,49,131,403
49282,52,52,131,404
49283,54,54,131,405
49284,57,57,131,406
49285,59,59,131,407
49286,45,45,131,413
49287,40,40,131,414
49288,37,37,131,415
49289,34,34,131,416
49290,31,31,131,417
49291,27,27,131,418
49292,24,24,131,419
49293,21,21,131,420
49294,18,18,131,421
49295,15,15,131,422
49296,14,14,131,423
49297,14,14,131,424
49298,18,18,131,425
49299,24,24,131,426
49300,27,27,131,427
49301,25,25,131,428
49302,33,33,131,451
49303,34,35,131,430
49304,37,38,131,431
49305,36,41,131,432
49306,39,44,131,433
49307,41,43,131,434
49308,44,46,131,435
49309,47,49,131,436
49310,50,52,131,437
49311,53,55,131,438
49312,57,59,131,439
49313,60,62,131,440
49314,64,66,131,441
49315,69,71,131,442
49316,71,73,131,443
49317,74,76,131,444
49318,77,79,131,445
49319,80,82,131,446
49320,83,85,131,447
49321,2,2,132,133
49322,6,6,132,134
49323,8,8,132,135
49324,12,12,132,136
49325,15,15,132,137
49326,17,17,132,138
49327,31,31,132,139
49328,27,27,132,140
49329,24,24,132,141
49330,21,21,132,142
49331,18,18,132,143
49332,15,15,132,144
49333,12,12,132,145
49334,15,15,132,146
49335,34,34,132,147
49336,32,32,132,148
49337,35,42,132,241
49338,38,43,132,242
49339,40,41,132,243
49340,40,40,132,253
49341,43,43,132,254
49342,46,46,132,255
49343,48,48,132,256
49344,51,51,132,257
49345,52,52,132,258
49346,54,54,132,259
49347,58,58,132,408
49348,61,61,132,409
49349,44,44,132,149
49350,41,41,132,150
49351,38,38,132,151
49352,35,35,132,152
49353,32,32,132,153
49354,29,29,132,154
49355,27,27,132,155
49356,25,25,132,156
49357,23,23,132,157
49358,20,20,132,158
49359,19,19,132,159
49360,21,21,132,160
49361,20,24,132,161
49362,18,18,132,162
49363,21,29,132,163
49364,25,33,132,164
49365,27,35,132,165
49366,26,26,132,166
49367,24,24,132,167
49368,26,26,132,168
49369,30,30,132,169
49370,31,31,132,170
49371,34,34,132,171
49372,36,36,132,172
49373,39,39,132,173
49374,47,47,132,412
49375,44,44,132,411
49376,41,41,132,410
49377,39,39,132,250
49378,37,37,132,251
49379,35,35,132,252
49380,33,33,132,234
49381,30,30,132,233
49382,28,28,132,232
49383,25,25,132,174
49384,22,22,132,175
49385,20,20,132,176
49386,18,18,132,177
49387,15,15,132,178
49388,12,12,132,179
49389,10,10,132,180
49390,12,12,132,181
49391,13,13,132,182
49392,9,9,132,183
49393,12,12,132,184
49394,15,15,132,185
49395,18,18,132,186
49396,20,20,132,187
49397,23,23,132,188
49398,26,26,132,189
