id,cargo,cat,count_pas,date_plan,date_src,duration,emp_f,emp_m,note,note_begin,note_end,src,status,time_begin,time_end,time_plan,track,pas_id,st_begin_id,st_end_id
488594,,ИЗ,1,24.04.2024,21.04.2024 21:38:34,01:06:00,1,0,,,,,Заявка закончена,12:05:41,13:15:32,12:00:00,,188,66,60
488599,,ИЗ,1,24.04.2024,21.04.2024 21:39:19,01:06:00,1,0,,,,,Заявка закончена,18:15:10,19:05:10,18:30:00,,188,60,66
488848,,ИЗТ,1,24.04.2024,22.04.2024 17:09:48,01:00:40,1,0,,,,,Заявка закончена,11:20:32,12:13:04,11:30:00,,189,1,57
488849,,ИЗТ,1,24.04.2024,22.04.2024 17:10:08,01:00:40,1,0,,,,,Заявка закончена,21:39:03,22:15:37,21:40:00,,189,57,1
488962,,ИЗТ,1,24.04.2024,23.04.2024 8:16:54,01:38:40,1,0,,,,,Заявка закончена,07:41:33,09:10:20,7:40:00,,190,110,93
488964,,ИЗТ,1,24.04.2024,23.04.2024 8:17:23,01:05:00,1,0,,,,,Заявка закончена,15:56:32,16:09:49,16:00:00,,190,111,111
488652,,ДИ,1,24.04.2024,22.04.2024 8:22:30,00:36:00,0,3,,,,,Заявка закончена,09:08:06,09:40:05,9:07:00,,191,80,103
488653,,ДИ,1,24.04.2024,22.04.2024 8:23:00,00:41:00,0,3,,,,,Заявка закончена,12:12:08,12:42:16,12:15:00,,191,103,80
489033,,ИЗ,1,24.04.2024,23.04.2024 10:37:28,00:53:40,1,0,,,,,Заявка закончена,14:30:14,15:14:00,14:40:00,,192,134,97
489034,,ИЗ,1,24.04.2024,23.04.2024 10:37:40,00:37:00,1,0,,,,,Заявка закончена,15:27:52,15:45:16,15:55:00,,192,97,90
488606,,ИО,1,24.04.2024,21.04.2024 21:47:20,00:52:00,1,0,,,,,Заявка закончена,10:09:21,10:57:50,10:00:00,,193,170,173
488610,,ИО,1,24.04.2024,21.04.2024 21:47:46,00:52:00,1,0,,,,,Заявка закончена,14:40:34,15:23:45,14:20:00,,193,173,170
488648,,ИЗ,1,24.04.2024,22.04.2024 7:49:37,01:32:20,1,0,,,,,Заявка закончена,07:01:59,08:14:29,7:00:00,,194,51,250
488098,,ДИ,1,24.04.2024,20.04.2024 13:47:51,00:53:45,0,4,,,,,Заявка закончена,09:12:47,09:54:33,9:10:00,,195,347,90
488099,,ДИ,1,24.04.2024,20.04.2024 13:48:23,00:55:45,0,4,,,,,Заявка закончена,19:03:47,19:57:41,19:00:00,,195,90,347
481912,,ИК,1,24.04.2024,30.03.2024 21:43:09,00:45:50,0,4,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,7:50:00,,196,230,206
488935,,ИК,1,24.04.2024,22.04.2024 23:11:58,00:59:30,0,4,,,,,Отмена заявки по неявке пассажира,00:00:00,00:00:00,17:00:00,,197,136,89
488936,,ИК,1,24.04.2024,22.04.2024 23:12:12,00:59:30,0,4,,,,,Заявка закончена,21:55:44,22:48:07,22:00:00,,197,89,136
488584,,ИЗТ,1,24.04.2024,21.04.2024 20:41:13,00:43:50,1,0,,,,,Заявка закончена,08:55:55,09:31:21,9:00:00,,198,92,8
488988,,ИЗ,1,24.04.2024,23.04.2024 9:32:34,00:50:50,1,0,,,,,Заявка закончена,07:59:03,08:17:42,8:10:00,,199,177,97
488989,,ИЗ,1,24.04.2024,23.04.2024 9:33:00,01:23:55,1,0,,,,,Заявка закончена,15:30:33,16:52:10,15:30:00,,199,97,190
488918,,ДИ,1,24.04.2024,22.04.2024 22:44:28,00:30:00,0,2,,,,,Заявка закончена,11:30:23,12:27:44,11:30:00,,200,174,363
488926,,ДИ,1,24.04.2024,22.04.2024 22:46:21,00:30:00,0,2,,,,,Заявка закончена,14:36:52,14:48:06,14:30:00,,200,363,174
487578,,ИЗТ,1,24.04.2024,18.04.2024 21:49:53,00:28:00,1,0,,,,,Заявка закончена,10:15:57,10:40:44,10:00:00,,201,81,80
487683,,ИУ,1,24.04.2024,19.04.2024 11:46:15,01:16:20,1,0,,,,,Заявка закончена,08:46:36,10:00:23,9:00:00,,202,244,1
487686,,ИУ,1,24.04.2024,19.04.2024 11:47:10,01:16:20,1,0,,,,,Заявка закончена,17:06:14,18:23:02,17:00:00,,202,1,244
489415,,ИК,1,24.04.2024,24.04.2024 14:37:31,00:48:00,0,4,,,,,Не подтверждена,00:00:00,00:00:00,15:37:00,,203,29,96
489249,,ИК,1,24.04.2024,23.04.2024 20:37:30,01:02:40,0,4,,,,,Не подтверждена,00:00:00,00:00:00,12:00:00,,204,173,10
489250,,ИК,1,24.04.2024,23.04.2024 20:39:19,00:44:00,0,4,,,,,Не подтверждена,00:00:00,00:00:00,15:00:00,,204,10,34
488449,,ИЗ,1,24.04.2024,21.04.2024 15:21:55,00:59:00,1,0,,,,,Заявка закончена,08:42:28,09:37:16,8:40:00,,205,63,364
487917,,ИЗТ,1,24.04.2024,19.04.2024 22:55:34,01:30:30,1,0,,,,,Заявка закончена,18:07:30,19:05:09,18:15:00,,206,316,122
487918,,ИЗТ,1,24.04.2024,19.04.2024 22:56:10,01:30:30,1,0,,,,,Заявка закончена,21:58:11,22:45:11,22:10:00,,206,122,316
489062,,ИЗТ,1,24.04.2024,23.04.2024 12:17:38,01:03:00,1,0,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,13:50:00,,206,311,91
489063,,ИЗТ,1,24.04.2024,23.04.2024 12:18:49,01:12:00,1,0,,,,,Отмена заявки по просьбе пассажира,00:00:00,00:00:00,17:15:00,,206,91,122
489065,,ИЗТ,1,24.04.2024,23.04.2024 12:25:58,01:30:15,1,0,,,,,Заявка закончена,11:11:57,12:50:35,11:05:00,,207,408,129
489066,,ИЗТ,1,24.04.2024,23.04.2024 12:26:20,01:31:05,1,0,,,,,Заявка закончена,17:35:26,19:10:18,17:30:00,,207,129,408
488196,,ДИ,1,24.04.2024,20.04.2024 19:36:02,00:47:00,0,3,,,,,Заявка закончена,09:54:19,10:42:31,9:50:00,,208,83,96
488198,,ДИ,1,24.04.2024,20.04.2024 19:37:09,00:46:40,0,3,,,,,Заявка закончена,16:01:46,16:56:38,16:10:00,,208,96,83
478278,,ИЗ,1,24.04.2024,18.03.2024 15:40:11,01:20:10,1,0,,,,,Заявка закончена,07:11:24,08:06:44,7:13:00,,209,422,224
478293,,ИЗ,1,24.04.2024,18.03.2024 16:02:49,01:19:10,1,0,,,,,Заявка закончена,20:27:23,21:29:54,20:20:00,,209,224,422
489103,,ДИ,1,24.04.2024,23.04.2024 12:58:24,00:30:30,0,2,,,,,Не подтверждена,00:00:00,00:00:00,9:45:00,,210,107,103
489104,,ДИ,1,24.04.2024,23.04.2024 12:58:46,00:30:30,0,2,,,,,Заявка закончена,13:59:03,14:22:32,14:00:00,,210,103,107
